country_name,country_code,year,homicide_data,world_regions,zscore
cyprus,cyp,1997,6.0,,-0.31169408664636816
cyprus,cyp,1998,7.0,,-0.31155881736143687
cyprus,cyp,1999,10.0,,-0.311153009506643
cyprus,cyp,2000,8.0,,-0.3114235480765056
cyprus,cyp,2001,7.0,,-0.31155881736143687
cyprus,cyp,2002,2.0,,-0.3122351637860933
cyprus,cyp,2004,16.0,,-0.3103413937970553
cyprus,cyp,2005,20.0,,-0.3098003166573301
cyprus,cyp,2006,15.0,,-0.3104766630819865
cyprus,cyp,2007,13.0,,-0.3107472016518491
cyprus,cyp,2008,9.0,,-0.3112882787915743
cyprus,cyp,2009,19.0,,-0.3099355859422614
cyprus,cyp,2010,8.0,,-0.3114235480765056
cyprus,cyp,2011,9.0,,-0.3112882787915743
cyprus,cyp,2012,22.0,,-0.3095297780874675
cyprus,cyp,2013,12.0,,-0.3108824709367804
cyprus,cyp,2014,11.0,,-0.3110177402217117
cyprus,cyp,2015,15.0,,-0.3104766630819865
cyprus,cyp,2016,13.0,,-0.3107472016518491
cyprus,cyp,2017,7.0,,-0.31155881736143687
cyprus,cyp,2018,15.0,,-0.3104766630819865
cyprus,cyp,2019,15.0,,-0.3104766630819865
cyprus,cyp,2020,15.0,,-0.3104766630819865
cyprus,cyp,2021,16.0,,-0.3103413937970553
cyprus,cyp,2022,8.0,,-0.3114235480765056
cyprus,cyp,2023,11.0,europe,-0.3110177402217117
cyprus,cyp,2024,13.0,,-0.3107472016518491
czechia,cze,1994,207.0,,-0.28450496037517903
czechia,cze,1995,176.0,,-0.28869830820804904
czechia,cze,1996,173.0,,-0.28910411606284286
czechia,cze,1997,187.0,,-0.28721034607380486
czechia,cze,1998,174.0,,-0.28896884677791157
czechia,cze,1999,172.0,,-0.28923938534777416
czechia,cze,2000,191.0,,-0.2866692689340797
czechia,cze,2001,135.0,,-0.2942443488902319
czechia,cze,2002,139.0,,-0.2937032717505067
czechia,cze,2003,163.0,,-0.29045680891215575
czechia,cze,2004,134.0,,-0.29437961817516317
czechia,cze,2005,108.0,,-0.29789661958337665
czechia,cze,2006,130.0,,-0.2949206953148883
czechia,cze,2007,126.0,,-0.29546177245461347
czechia,cze,2008,114.0,,-0.29708500387378894
czechia,cze,2009,94.0,,-0.2997903895724147
czechia,cze,2010,103.0,,-0.2985729660080331
czechia,cze,2011,86.0,,-0.300872543851865
czechia,cze,2012,105.0,,-0.29830242743817054
czechia,cze,2013,90.0,,-0.30033146671213984
czechia,cze,2014,81.0,,-0.3015488902765215
czechia,cze,2015,88.0,,-0.3006020052820024
czechia,cze,2016,65.0,,-0.3037131988354221
czechia,cze,2017,66.0,,-0.3035779295504908
czechia,cze,2019,91.0,,-0.3001961974272086
czechia,cze,2020,77.0,,-0.3020899674162466
czechia,cze,2021,47.0,,-0.30614804596418527
czechia,cze,2022,87.0,,-0.3007372745669337
czechia,cze,2023,83.0,europe,-0.3012783517066589
czechoslovakia,owid_czs,2023,,europe,
democratic republic of congo,cod,2023,,africa,
denmark,dnk,1990,41.0,,-0.30695966167377303
denmark,dnk,1991,68.0,,-0.3033073909806282
denmark,dnk,1992,62.0,,-0.30411900669021596
denmark,dnk,1993,71.0,,-0.3029015831258344
denmark,dnk,1994,75.0,,-0.3023605059861092
denmark,dnk,1995,59.0,,-0.30452481454500985
denmark,dnk,1996,68.0,,-0.3033073909806282
denmark,dnk,1997,88.0,,-0.3006020052820024
denmark,dnk,1998,49.0,,-0.30587750739432273
denmark,dnk,1999,52.0,,-0.30547169953952885
denmark,dnk,2000,58.0,,-0.3046600838299411
denmark,dnk,2001,52.0,,-0.30547169953952885
denmark,dnk,2002,48.0,,-0.30601277667925403
denmark,dnk,2010,42.0,,-0.30682439238884174
denmark,dnk,2011,46.0,,-0.30628331524911656
denmark,dnk,2012,47.0,,-0.30614804596418527
denmark,dnk,2013,48.0,,-0.30601277667925403
denmark,dnk,2014,74.0,,-0.3024957752710405
denmark,dnk,2015,62.0,,-0.30411900669021596
denmark,dnk,2016,56.0,,-0.3049306223998037
denmark,dnk,2017,71.0,,-0.3029015831258344
denmark,dnk,2018,58.0,,-0.3046600838299411
denmark,dnk,2019,50.0,,-0.30574223810939144
denmark,dnk,2020,48.0,,-0.30601277667925403
denmark,dnk,2021,37.0,,-0.3075007388134982
denmark,dnk,2022,58.0,,-0.3046600838299411
denmark,dnk,2023,50.0,europe,-0.30574223810939144
djibouti,dji,2023,,africa,
dominica,dma,1998,9.0,,-0.3112882787915743
dominica,dma,1999,7.0,,-0.31155881736143687
dominica,dma,2000,2.0,,-0.3122351637860933
dominica,dma,2001,1.0,,-0.3123704330710246
dominica,dma,2002,9.0,,-0.3112882787915743
dominica,dma,2003,8.0,,-0.3114235480765056
dominica,dma,2004,8.0,,-0.3114235480765056
dominica,dma,2005,8.0,,-0.3114235480765056
dominica,dma,2006,5.0,,-0.31182935593129946
dominica,dma,2007,7.0,,-0.31155881736143687
dominica,dma,2008,7.0,,-0.31155881736143687
dominica,dma,2009,13.0,,-0.3107472016518491
dominica,dma,2010,15.0,,-0.3104766630819865
dominica,dma,2011,6.0,,-0.31169408664636816
dominica,dma,2014,9.0,,-0.3112882787915743
dominica,dma,2015,9.0,,-0.3112882787915743
dominica,dma,2016,16.0,,-0.3103413937970553
dominica,dma,2017,19.0,,-0.3099355859422614
dominica,dma,2018,13.0,,-0.3107472016518491
dominica,dma,2019,13.0,,-0.3107472016518491
dominica,dma,2020,15.0,,-0.3104766630819865
dominica,dma,2021,10.0,,-0.311153009506643
dominica,dma,2022,19.0,,-0.3099355859422614
dominica,dma,2023,,north america,
dominican republic,dom,1991,908.0,,-0.18968119163834546
dominican republic,dom,1992,807.0,,-0.20334338941640565
dominican republic,dom,1993,930.0,,-0.1867052673698571
dominican republic,dom,1994,1005.0,,-0.17656007100001042
dominican republic,dom,1995,1007.0,,-0.17628953243014783
dominican republic,dom,1996,1032.0,,-0.17290780030686562
dominican republic,dom,1997,1038.0,,-0.17209618459727788
dominican republic,dom,1998,1121.0,,-0.1608688339479809
dominican republic,dom,1999,1066.0,,-0.16830864461920178
dominican republic,dom,2000,1210.0,,-0.14882986758909617
dominican republic,dom,2001,1095.0,,-0.16438583535619442
dominican republic,dom,2002,1279.0,,-0.13949628692883723
dominican republic,dom,2003,1902.0,,-0.055223522416644175
dominican republic,dom,2004,2239.0,,-0.00963777339479978
dominican republic,dom,2005,2394.0,,0.011328965769550017
dominican republic,dom,2006,2144.0,,-0.022488355463272235
dominican republic,dom,2007,2111.0,,-0.026952241866004773
dominican republic,dom,2008,2394.0,,0.011328965769550017
dominican republic,dom,2009,2375.0,,0.008758849355855526
dominican republic,dom,2010,2474.0,,0.022150508564053137
dominican republic,dom,2011,2513.0,,0.02742601067637341
dominican republic,dom,2012,2268.0,,-0.005714964131792398
dominican republic,dom,2013,1978.0,,-0.04494305676186621
dominican republic,dom,2014,1810.0,,-0.06766829663032277
dominican republic,dom,2016,1616.0,,-0.09391053790699283
dominican republic,dom,2017,1216.0,,-0.14801825187950843
dominican republic,dom,2018,1068.0,,-0.16803810604933922
dominican republic,dom,2019,1026.0,,-0.17371941601645335
dominican republic,dom,2020,961.0,,-0.18251191953698714
dominican republic,dom,2021,1172.0,,-0.15397010041648515
dominican republic,dom,2022,1389.0,,-0.12461666558639543
dominican republic,dom,2023,1237.0,north america,-0.14517759689595136
east germany,owid_gdr,2023,,europe,
east timor,tls,2004,23.0,,-0.3093945088025362
east timor,tls,2005,46.0,,-0.30628331524911656
east timor,tls,2006,49.0,,-0.30587750739432273
east timor,tls,2007,62.0,,-0.30411900669021596
east timor,tls,2008,35.0,,-0.30777127738336074
east timor,tls,2009,32.0,,-0.3081770852381546
east timor,tls,2010,39.0,,-0.3072302002436356
east timor,tls,2015,49.0,,-0.30587750739432273
east timor,tls,2023,,asia,
ecuador,ecu,1990,892.0,,-0.19184550019724608
ecuador,ecu,1991,1153.0,,-0.15654021683017966
ecuador,ecu,1992,935.0,,-0.18602892094520065
ecuador,ecu,1993,926.0,,-0.18724634450958225
ecuador,ecu,1994,1139.0,,-0.1584339868192177
ecuador,ecu,1995,1372.13,,-0.12689865842318626
ecuador,ecu,1996,1462.65,,-0.11465408275120599
ecuador,ecu,1997,1316.56,,-0.13441557258681802
ecuador,ecu,1998,1642.79,,-0.0902866737636836
ecuador,ecu,1999,1682.0,,-0.08498276510152776
ecuador,ecu,2000,1833.0,,-0.06455710307690311
ecuador,ecu,2001,1658.0,,-0.0882292279398787
ecuador,ecu,2002,1906.0,,-0.05468244527691902
ecuador,ecu,2007,2273.0,,-0.005038617707135953
ecuador,ecu,2008,2607.0,,0.04014132345991458
ecuador,ecu,2009,2625.0,,0.04257617058867778
ecuador,ecu,2010,2624.0,,0.04244090130374649
ecuador,ecu,2011,2343.0,,0.004430232238054278
ecuador,ecu,2012,1922.0,,-0.052518136718018395
ecuador,ecu,2013,1725.0,,-0.07916618584948233
ecuador,ecu,2014,1310.0,,-0.13530293909596727
ecuador,ecu,2015,1050.0,,-0.1704729531781024
ecuador,ecu,2016,959.0,,-0.1827824581068497
ecuador,ecu,2017,970.0,,-0.18129449597260552
ecuador,ecu,2018,994.0,,-0.1780480331342546
ecuador,ecu,2019,1187.0,,-0.15194106114251582
ecuador,ecu,2020,1372.0,,-0.12691624343022737
ecuador,ecu,2021,2496.0,,0.025126432832541498
ecuador,ecu,2022,4886.0,,0.3484200238183222
ecuador,ecu,2023,8221.0,south america,0.7995430890641712
egypt,egy,1990,269.0,,-0.2761182647094391
egypt,egy,1991,288.0,,-0.27354814829574464
egypt,egy,1992,276.0,,-0.2751713797149201
egypt,egy,1993,244.0,,-0.27949999683272136
egypt,egy,1994,231.0,,-0.28125849753682813
egypt,egy,2003,471.0,,-0.24879386915331875
egypt,egy,2004,322.0,,-0.2689489926080808
egypt,egy,2005,522.0,,-0.24189513562182302
egypt,egy,2006,549.0,,-0.23824286492867822
egypt,egy,2007,680.0,,-0.22052258860267934
egypt,egy,2008,967.0,,-0.1817003038273994
egypt,egy,2009,912.0,,-0.1891401144986203
egypt,egy,2010,1839.0,,-0.06374548736731539
egypt,egy,2011,2703.0,,0.05312717481331832
egypt,egy,2012,2207.0,,-0.013966390512601028
egypt,egy,2014,2890.0,,0.07842253109546937
egypt,egy,2015,1711.0,,-0.08105995583852038
egypt,egy,2016,1532.0,,-0.10527315784122111
egypt,egy,2017,1360.0,,-0.1285394748494028
egypt,egy,2023,,africa,
el salvador,slv,1994,7673.0,,0.7254155209218248
el salvador,slv,1995,7977.0,,0.7665373835409366
el salvador,slv,1996,6792.0,,0.6062432808973591
el salvador,slv,1997,6573.0,,0.5766193074974069
el salvador,slv,1998,5584.0,,0.44283798470036195
el salvador,slv,1999,3845.0,,0.20760469820485036
el salvador,slv,2000,3551.0,,0.1678355284350514
el salvador,slv,2001,3590.0,,0.17311103054737167
el salvador,slv,2002,2835.0,,0.07098272042424847
el salvador,slv,2003,3356.0,,0.14145801787345005
el salvador,slv,2004,3897.0,,0.2146387010212774
el salvador,slv,2005,3882.0,,0.21260966174730805
el salvador,slv,2006,3927.0,,0.21869677956921607
el salvador,slv,2007,3497.0,,0.1605309870487618
el salvador,slv,2008,3179.0,,0.1175153544406119
el salvador,slv,2009,4382.0,,0.2802443042129526
el salvador,slv,2010,3987.0,,0.22681293666509342
el salvador,slv,2011,4371.0,,0.2787563420787084
el salvador,slv,2012,2594.0,,0.03838282275580782
el salvador,slv,2013,2513.0,,0.02742601067637341
el salvador,slv,2014,3921.0,,0.21788516385962833
el salvador,slv,2015,6656.0,,0.5878466581467039
el salvador,slv,2016,5276.0,,0.40117504494152495
el salvador,slv,2017,3962.0,,0.2234312045418112
el salvador,slv,2018,3346.0,,0.14010532502413717
el salvador,slv,2019,2398.0,,0.011870042909275173
el salvador,slv,2020,1341.0,,-0.13110959126309732
el salvador,slv,2021,1085.0,,-0.1657385282055073
el salvador,slv,2022,496.0,,-0.24541213703003653
el salvador,slv,2023,,north america,
equatorial guinea,gnq,2023,,africa,
eritrea,eri,2012,474.0,,-0.2483880612985249
eritrea,eri,2023,,africa,
estonia,est,1990,118.0,,-0.29654392673406377
estonia,est,1991,119.0,,-0.2964086574491325
estonia,est,1992,217.0,,-0.28315226752586614
estonia,est,1993,282.0,,-0.27435976400533235
estonia,est,1994,302.0,,-0.2716543783067066
estonia,est,1995,246.0,,-0.2792294582628588
estonia,est,1996,214.0,,-0.28355807538066
estonia,est,1997,178.0,,-0.28842776963818645
estonia,est,1998,196.0,,-0.2859929225094232
estonia,est,1999,157.0,,-0.2912684246217435
estonia,est,2000,143.0,,-0.2931621946107815
estonia,est,2001,137.0,,-0.2939738103203693
estonia,est,2002,142.0,,-0.2932974638957128
estonia,est,2007,96.0,,-0.29951985100255213
estonia,est,2008,86.0,,-0.300872543851865
estonia,est,2009,70.0,,-0.30303685241076567
estonia,est,2010,70.0,,-0.30303685241076567
estonia,est,2011,65.0,,-0.3037131988354221
estonia,est,2012,63.0,,-0.30398373740528467
estonia,est,2013,52.0,,-0.30547169953952885
estonia,est,2014,41.0,,-0.30695966167377303
estonia,est,2015,45.0,,-0.30641858453404786
estonia,est,2016,33.0,,-0.30804181595322333
estonia,est,2017,29.0,,-0.3085828930929485
estonia,est,2018,28.0,,-0.3087181623778798
estonia,est,2019,26.0,,-0.3089887009477424
estonia,est,2020,42.0,,-0.30682439238884174
estonia,est,2021,26.0,,-0.3089887009477424
estonia,est,2022,20.0,,-0.3098003166573301
estonia,est,2023,21.0,europe,-0.3096650473723988
eswatini,swz,1990,163.0,,-0.29045680891215575
eswatini,swz,1991,170.0,,-0.28950992391763675
eswatini,swz,1992,174.0,,-0.28896884677791157
eswatini,swz,1993,174.0,,-0.28896884677791157
eswatini,swz,1994,152.0,,-0.29194477104639993
eswatini,swz,1998,165.0,,-0.29018627034229316
eswatini,swz,1999,114.0,,-0.29708500387378894
eswatini,swz,2000,128.0,,-0.2951912338847509
eswatini,swz,2001,184.0,,-0.2876161539285987
eswatini,swz,2002,134.0,,-0.29437961817516317
eswatini,swz,2003,135.0,,-0.2942443488902319
eswatini,swz,2004,146.0,,-0.2927563867559877
eswatini,swz,2005,139.0,,-0.2937032717505067
eswatini,swz,2006,127.0,,-0.2953265031696822
eswatini,swz,2007,121.0,,-0.2961381188792699
eswatini,swz,2008,217.0,,-0.28315226752586614
eswatini,swz,2009,187.0,,-0.28721034607380486
eswatini,swz,2010,208.0,,-0.2843696910902478
eswatini,swz,2011,172.0,,-0.28923938534777416
eswatini,swz,2012,104.0,,-0.29843769672310183
eswatini,swz,2013,102.0,,-0.2987082352929644
eswatini,swz,2014,118.0,,-0.29654392673406377
eswatini,swz,2015,112.0,,-0.29735554244365153
eswatini,swz,2016,116.0,,-0.29681446530392636
eswatini,swz,2017,130.0,,-0.2949206953148883
eswatini,swz,2021,151.0,,-0.2920800403313312
eswatini,swz,2023,,africa,
ethiopia,eth,2012,8153.0,,0.7903447776888435
ethiopia,eth,2023,,africa,
ethiopia (former),owid_ere,2023,,africa,
falkland islands,flk,2023,,south america,
faroe islands,fro,2023,,europe,
fiji,fji,1990,32.0,,-0.3081770852381546
fiji,fji,1991,17.0,,-0.310206124512124
fiji,fji,1992,26.0,,-0.3089887009477424
fiji,fji,1993,15.0,,-0.3104766630819865
fiji,fji,1994,35.0,,-0.30777127738336074
fiji,fji,1995,24.0,,-0.3092592395176049
fiji,fji,1996,13.0,,-0.3107472016518491
fiji,fji,1997,13.0,,-0.3107472016518491
fiji,fji,2003,25.0,,-0.30912397023267363
fiji,fji,2004,23.0,,-0.3093945088025362
fiji,fji,2005,23.0,,-0.3093945088025362
fiji,fji,2006,22.0,,-0.3095297780874675
fiji,fji,2007,21.0,,-0.3096650473723988
fiji,fji,2008,17.0,,-0.310206124512124
fiji,fji,2009,29.0,,-0.3085828930929485
fiji,fji,2010,20.0,,-0.3098003166573301
fiji,fji,2011,20.0,,-0.3098003166573301
fiji,fji,2012,20.0,,-0.3098003166573301
fiji,fji,2013,19.0,,-0.3099355859422614
fiji,fji,2014,20.0,,-0.3098003166573301
fiji,fji,2020,27.0,,-0.3088534316628111
fiji,fji,2021,16.0,,-0.3103413937970553
fiji,fji,2022,36.0,,-0.30763600809842945
fiji,fji,2023,19.0,oceania,-0.3099355859422614
finland,fin,1990,152.0,,-0.29194477104639993
finland,fin,1991,154.0,,-0.29167423247653734
finland,fin,1992,156.0,,-0.2914036939066748
finland,fin,1993,130.0,,-0.2949206953148883
finland,fin,1994,147.0,,-0.2926211174710564
finland,fin,1995,146.0,,-0.2927563867559877
finland,fin,1996,153.0,,-0.29180950176146864
finland,fin,1997,139.0,,-0.2937032717505067
finland,fin,1998,113.0,,-0.29722027315872024
finland,fin,1999,143.0,,-0.2931621946107815
finland,fin,2000,148.0,,-0.2924858481861251
finland,fin,2001,156.0,,-0.2914036939066748
finland,fin,2002,132.0,,-0.2946501567450257
finland,fin,2003,103.0,,-0.2985729660080331
finland,fin,2004,148.0,,-0.2924858481861251
finland,fin,2005,119.0,,-0.2964086574491325
finland,fin,2006,119.0,,-0.2964086574491325
finland,fin,2007,129.0,,-0.2950559645998196
finland,fin,2008,133.0,,-0.2945148874600944
finland,fin,2009,120.0,,-0.2962733881642012
finland,fin,2010,118.0,,-0.29654392673406377
finland,fin,2011,110.0,,-0.29762608101351407
finland,fin,2012,89.0,,-0.30046673599707113
finland,fin,2013,89.0,,-0.30046673599707113
finland,fin,2014,88.0,,-0.3006020052820024
finland,fin,2015,82.0,,-0.3014136209915902
finland,fin,2016,74.0,,-0.3024957752710405
finland,fin,2017,67.0,,-0.3034426602655595
finland,fin,2018,88.0,,-0.3006020052820024
finland,fin,2019,81.0,,-0.3015488902765215
finland,fin,2020,97.0,,-0.29938458171762083
finland,fin,2021,71.0,,-0.3029015831258344
finland,fin,2022,69.0,,-0.30317212169569696
finland,fin,2023,55.0,europe,-0.30506589168473497
france,fra,1990,1355.0,,-0.12921582127405926
france,fra,1991,1355.0,,-0.12921582127405926
france,fra,1992,1342.0,,-0.13097432197816603
france,fra,1993,1519.0,,-0.10703165854532787
france,fra,1994,1406.0,,-0.12231708774256353
france,fra,1995,1336.0,,-0.13178593768775376
france,fra,1996,1171.0,,-0.15410536970141644
france,fra,1997,963.0,,-0.18224138096712456
france,fra,1998,961.0,,-0.18251191953698714
france,fra,1999,953.0,,-0.18359407381643744
france,fra,2000,1051.0,,-0.17033768389317114
france,fra,2001,1047.0,,-0.1708787610328963
france,fra,2002,1119.0,,-0.16113937251784347
france,fra,2003,987.0,,-0.17899491812877363
france,fra,2004,990.0,,-0.17858911027397975
france,fra,2005,976.0,,-0.18048288026301781
france,fra,2006,879.0,,-0.19360400090135282
france,fra,2007,993.0,,-0.1781833024191859
france,fra,2008,1021.0,,-0.1743957624411098
france,fra,2009,819.0,,-0.20172015799723017
france,fra,2010,796.0,,-0.20483135155064983
france,fra,2011,856.0,,-0.19671519445477248
france,fra,2012,784.0,,-0.2064545829698253
france,fra,2013,777.0,,-0.2074014679643443
france,fra,2014,792.0,,-0.20537242869037498
france,fra,2015,1012.0,,-0.1756131860054914
france,fra,2016,779.0,,-0.20713092939448174
france,fra,2017,710.0,,-0.21646451005474068
france,fra,2018,696.0,,-0.21835828004377872
france,fra,2019,753.0,,-0.21064793080269525
france,fra,2020,692.0,,-0.21889935718350387
france,fra,2021,734.0,,-0.21321804721638973
france,fra,2022,821.0,,-0.2014496194273676
france,fra,2023,887.0,europe,-0.19252184662190253
france,fra,2024,897.0,,-0.19116915377258964
french guiana,guf,2004,58.0,,-0.3046600838299411
french guiana,guf,2005,45.0,,-0.30641858453404786
french guiana,guf,2006,42.0,,-0.30682439238884174
french guiana,guf,2007,28.0,,-0.3087181623778798
french guiana,guf,2008,32.0,,-0.3081770852381546
french guiana,guf,2009,30.0,,-0.3084476238080172
french guiana,guf,2018,35.96,,-0.3076414188698267
french guiana,guf,2019,37.78,,-0.30739522877125175
french guiana,guf,2020,38.7,,-0.30727078102911504
french guiana,guf,2023,,south america,
french polynesia,pyf,2006,3.0,,-0.312099894501162
french polynesia,pyf,2007,7.0,,-0.31155881736143687
french polynesia,pyf,2008,9.0,,-0.3112882787915743
french polynesia,pyf,2009,1.0,,-0.3123704330710246
french polynesia,pyf,2023,,oceania,
gabon,gab,2023,,africa,
gambia,gmb,2023,,africa,
georgia,geo,1990,270.0,,-0.2759829954245078
georgia,geo,1991,419.0,,-0.25582787196974577
georgia,geo,1992,770.0,,-0.20834835295886334
georgia,geo,1993,878.0,,-0.19373927018628412
georgia,geo,1994,578.0,,-0.23432005566567082
georgia,geo,1995,391.0,,-0.2596154119478219
georgia,geo,1996,270.0,,-0.2759829954245078
georgia,geo,1997,285.0,,-0.2739539561505385
georgia,geo,1998,243.0,,-0.27963526611765266
georgia,geo,1999,244.0,,-0.27949999683272136
georgia,geo,2000,239.0,,-0.2801763432573778
georgia,geo,2001,263.0,,-0.2769298804190269
georgia,geo,2002,292.0,,-0.27300707115601947
georgia,geo,2004,298.0,,-0.27219545544643176
georgia,geo,2005,403.0,,-0.2579921805286464
georgia,geo,2006,323.0,,-0.2688137233231495
georgia,geo,2007,330.0,,-0.2678668383286305
georgia,geo,2008,263.0,,-0.2769298804190269
georgia,geo,2009,210.0,,-0.2840991525203852
georgia,geo,2010,187.0,,-0.28721034607380486
georgia,geo,2016,39.0,,-0.3072302002436356
georgia,geo,2017,91.0,,-0.3001961974272086
georgia,geo,2018,89.0,,-0.30046673599707113
georgia,geo,2019,77.0,,-0.3020899674162466
georgia,geo,2023,,asia,
germany,deu,1990,931.0,,-0.1865699980849258
germany,deu,1991,1127.0,,-0.16005721823839317
germany,deu,1992,1158.0,,-0.1558638704055232
germany,deu,1993,1348.0,,-0.1301627062685783
germany,deu,1994,1949.0,,-0.04886586602487359
germany,deu,1995,2032.0,,-0.0376385153755766
germany,deu,1996,1923.0,,-0.05238286743308711
germany,deu,1997,1800.0,,-0.06902098947963566
germany,deu,1998,1602.0,,-0.09580430789603088
germany,deu,1999,1326.0,,-0.13313863053706665
germany,deu,2000,1364.0,,-0.12799839770967766
germany,deu,2001,1181.0,,-0.15275267685210356
germany,deu,2002,1172.0,,-0.15397010041648515
germany,deu,2003,1097.0,,-0.16411529678633183
germany,deu,2004,1112.0,,-0.1620862575123625
germany,deu,2005,1044.0,,-0.17128456888769014
germany,deu,2006,988.0,,-0.17885964884384234
germany,deu,2007,888.0,,-0.19238657733697123
germany,deu,2008,831.0,,-0.2000969265780547
germany,deu,2009,803.0,,-0.2038844665561308
germany,deu,2010,793.0,,-0.20523715940544368
germany,deu,2011,738.0,,-0.21267697007666458
germany,deu,2012,659.0,,-0.2233632435862364
germany,deu,2013,682.0,,-0.22025205003281678
germany,deu,2014,716.0,,-0.21565289434515295
germany,deu,2015,682.0,,-0.22025205003281678
germany,deu,2016,963.0,,-0.18224138096712456
germany,deu,2017,813.0,,-0.2025317737068179
germany,deu,2018,788.0,,-0.20591350583010012
germany,deu,2019,623.0,,-0.22823293784376283
germany,deu,2020,782.0,,-0.20672512153968786
germany,deu,2021,695.0,,-0.21849354932871
germany,deu,2022,686.0,,-0.2197109728930916
germany,deu,2023,770.0,europe,-0.20834835295886334
ghana,gha,2001,433.0,,-0.25393410198070776
ghana,gha,2002,401.0,,-0.258262719098509
ghana,gha,2003,436.0,,-0.2535282941259139
ghana,gha,2004,452.0,,-0.2513639855670132
ghana,gha,2005,393.0,,-0.2593448733779593
ghana,gha,2006,412.0,,-0.2567747569642648
ghana,gha,2007,399.0,,-0.25853325766837154
ghana,gha,2008,430.0,,-0.2543399098355016
ghana,gha,2009,427.0,,-0.25474571769029547
ghana,gha,2010,422.0,,-0.25542206411495194
ghana,gha,2011,423.0,,-0.25528679483002065
ghana,gha,2012,560.0,,-0.23675490279443404
ghana,gha,2013,551.0,,-0.23797232635881563
ghana,gha,2014,543.0,,-0.23905448063826595
ghana,gha,2015,525.0,,-0.24148932776702914
ghana,gha,2016,549.0,,-0.23824286492867822
ghana,gha,2017,609.0,,-0.23012670783280087
ghana,gha,2018,500.0,,-0.24487105989031138
ghana,gha,2019,571.0,,-0.23526694066018985
ghana,gha,2020,555.0,,-0.23743124921909048
ghana,gha,2021,603.0,,-0.2309383235423886
ghana,gha,2022,607.0,,-0.23039724640266346
ghana,gha,2023,,africa,
gibraltar,gib,2009,0.0,,-0.31250570235595587
gibraltar,gib,2010,1.0,,-0.3123704330710246
gibraltar,gib,2024,0.0,,-0.31250570235595587
gibraltar,gib,2023,,europe,
greece,grc,1990,104.0,,-0.29843769672310183
greece,grc,1991,138.0,,-0.293838541035438
greece,grc,1992,137.0,,-0.2939738103203693
greece,grc,1993,150.0,,-0.2922153096162625
greece,grc,1994,133.0,,-0.2945148874600944
greece,grc,1995,151.0,,-0.2920800403313312
greece,grc,1996,169.0,,-0.28964519320256804
greece,grc,1997,203.0,,-0.2850460375149042
greece,grc,1998,176.0,,-0.28869830820804904
greece,grc,1999,155.0,,-0.2915389631916061
greece,grc,2001,132.0,,-0.2946501567450257
greece,grc,2002,94.0,,-0.2997903895724147
greece,grc,2004,111.0,,-0.29749081172858277
greece,grc,2005,132.0,,-0.2946501567450257
greece,grc,2006,110.0,,-0.29762608101351407
greece,grc,2007,130.0,,-0.2949206953148883
greece,grc,2008,144.0,,-0.2930269253258503
greece,grc,2009,152.0,,-0.29194477104639993
greece,grc,2010,176.0,,-0.28869830820804904
greece,grc,2011,184.0,,-0.2876161539285987
greece,grc,2012,166.0,,-0.2900510010573619
greece,grc,2013,153.0,,-0.29180950176146864
greece,grc,2014,107.0,,-0.29803188886830795
greece,grc,2015,93.0,,-0.299925658857346
greece,grc,2016,84.0,,-0.3011430824217276
greece,grc,2017,86.0,,-0.300872543851865
greece,grc,2018,99.0,,-0.29911404314775825
greece,grc,2019,78.0,,-0.3019546981313153
greece,grc,2020,78.0,,-0.3019546981313153
greece,grc,2021,89.0,,-0.30046673599707113
greece,grc,2022,117.0,,-0.29667919601899506
greece,grc,2023,86.0,europe,-0.300872543851865
greenland,grl,1992,13.0,,-0.3107472016518491
greenland,grl,1993,12.0,,-0.3108824709367804
greenland,grl,1994,6.0,,-0.31169408664636816
greenland,grl,1995,11.0,,-0.3110177402217117
greenland,grl,1996,3.0,,-0.312099894501162
greenland,grl,1997,11.0,,-0.3110177402217117
greenland,grl,1998,6.0,,-0.31169408664636816
greenland,grl,1999,11.0,,-0.3110177402217117
greenland,grl,2000,13.0,,-0.3107472016518491
greenland,grl,2001,17.0,,-0.310206124512124
greenland,grl,2002,12.0,,-0.3108824709367804
greenland,grl,2003,5.0,,-0.31182935593129946
greenland,grl,2004,11.0,,-0.3110177402217117
greenland,grl,2005,10.0,,-0.311153009506643
greenland,grl,2006,8.0,,-0.3114235480765056
greenland,grl,2007,8.0,,-0.3114235480765056
greenland,grl,2008,8.0,,-0.3114235480765056
greenland,grl,2009,10.0,,-0.311153009506643
greenland,grl,2010,11.0,,-0.3110177402217117
greenland,grl,2011,1.0,,-0.3123704330710246
greenland,grl,2012,8.0,,-0.3114235480765056
greenland,grl,2013,7.0,,-0.31155881736143687
greenland,grl,2014,4.0,,-0.3119646252162307
greenland,grl,2015,4.0,,-0.3119646252162307
greenland,grl,2016,3.0,,-0.312099894501162
greenland,grl,2023,,north america,
grenada,grd,2000,15.0,,-0.3104766630819865
grenada,grd,2001,6.0,,-0.31169408664636816
grenada,grd,2002,14.0,,-0.3106119323669178
grenada,grd,2003,9.0,,-0.3112882787915743
grenada,grd,2004,6.0,,-0.31169408664636816
grenada,grd,2005,11.0,,-0.3110177402217117
grenada,grd,2006,12.0,,-0.3108824709367804
grenada,grd,2007,11.0,,-0.3110177402217117
