Entity,Code,Year,Homicides - sex: Total - age: Total,World regions according to OWID
Canada,CAN,1992,733,
Canada,CAN,1993,626,
Canada,CAN,1994,596,
Canada,CAN,1995,587,
Canada,CAN,1996,634,
Canada,CAN,1997,586,
Canada,CAN,1998,559,
Canada,CAN,1999,539,
Canada,CAN,2000,546,
Canada,CAN,2001,554,
Canada,CAN,2002,582,
Canada,CAN,2003,549,
Canada,CAN,2004,625,
Canada,CAN,2005,664,
Canada,CAN,2006,608,
Canada,CAN,2007,597,
Canada,CAN,2008,614,
Canada,CAN,2009,610,
Canada,CAN,2010,557,
Canada,CAN,2011,609,
Canada,CAN,2012,549,
Canada,CAN,2013,509,
Canada,CAN,2014,525,
Canada,CAN,2015,611,
Canada,CAN,2016,616,
Canada,CAN,2017,665,
Canada,CAN,2018,662,
Canada,CAN,2019,689,
Canada,CAN,2020,765,
Canada,CAN,2021,801,
Canada,CAN,2022,882,
Canada,CAN,2023,778,North America
Cape Verde,CPV,2003,15,
Cape Verde,CPV,2004,21,
Cape Verde,CPV,2005,44,
Cape Verde,CPV,2006,35,
Cape Verde,CPV,2013,54,
Cape Verde,CPV,2014,65,
Cape Verde,CPV,2015,46,
Cape Verde,CPV,2016,62,
Cape Verde,CPV,2017,38,
Cape Verde,CPV,2018,31,
Cape Verde,CPV,2019,33,
Cape Verde,CPV,2020,36,
Cape Verde,CPV,2023,,Africa
Cayman Islands,CYM,1990,2,
Cayman Islands,CYM,1991,2,
Cayman Islands,CYM,1992,1,
Cayman Islands,CYM,1993,2,
Cayman Islands,CYM,1994,2,
Cayman Islands,CYM,1995,2,
Cayman Islands,CYM,1996,1,
Cayman Islands,CYM,1997,2,
Cayman Islands,CYM,1998,1,
Cayman Islands,CYM,1999,0,
Cayman Islands,CYM,2000,4,
Cayman Islands,CYM,2001,2,
Cayman Islands,CYM,2002,0,
Cayman Islands,CYM,2003,3,
Cayman Islands,CYM,2004,5,
Cayman Islands,CYM,2005,3,
Cayman Islands,CYM,2006,1,
Cayman Islands,CYM,2007,2,
Cayman Islands,CYM,2008,4,
Cayman Islands,CYM,2009,8,
Cayman Islands,CYM,2010,9,
Cayman Islands,CYM,2013,5,
Cayman Islands,CYM,2014,5,
Cayman Islands,CYM,2017,3,
Cayman Islands,CYM,2018,7,
Cayman Islands,CYM,2019,2,
Cayman Islands,CYM,2020,3,
Cayman Islands,CYM,2023,,North America
Central African Republic,CAF,2023,,Africa
Central Asia (UN),,2000,4678.1924,
Central Asia (UN),,2001,4453.4487,
Central Asia (UN),,2002,4170.4814,
Central Asia (UN),,2003,4064.7585,
Central Asia (UN),,2004,4102.5703,
Central Asia (UN),,2005,3754.6338,
Central Asia (UN),,2006,3635.633,
Central Asia (UN),,2007,3392.9563,
Central Asia (UN),,2008,3454.079,
Central Asia (UN),,2009,3188.3887,
Central Asia (UN),,2010,3198.2585,
Central Asia (UN),,2011,2696.0732,
Central Asia (UN),,2012,2422.8445,
Central Asia (UN),,2013,2135.2598,
Central Asia (UN),,2014,1881.2958,
Central Asia (UN),,2015,1746.6095,
Central Asia (UN),,2016,1970.3452,
Central Asia (UN),,2017,1847.8813,
Central Asia (UN),,2018,1565.4769,
Central Asia (UN),,2019,1364.3608,
Central Asia (UN),,2020,1303.3375,
Central Asia (UN),,2021,1333.0372,
Central Asia (UN),,2022,1205.93,
Central Asia (UN),,2023,1146.4562,
Chad,TCD,2023,,Africa
Channel Islands,OWID_CIS,2005,1,
Channel Islands,OWID_CIS,2006,2,
Channel Islands,OWID_CIS,2008,1,
Channel Islands,OWID_CIS,2010,0,
Chile,CHL,2003,513,
Chile,CHL,2005,576,
Chile,CHL,2006,590,
Chile,CHL,2007,616,
Chile,CHL,2008,588,
Chile,CHL,2009,630,
Chile,CHL,2010,541,
Chile,CHL,2011,636,
Chile,CHL,2012,434,
Chile,CHL,2013,556,
Chile,CHL,2014,438,
Chile,CHL,2015,419,
Chile,CHL,2016,620,
Chile,CHL,2017,779,
Chile,CHL,2018,825,
Chile,CHL,2019,924,
Chile,CHL,2020,1115,
Chile,CHL,2021,906,
Chile,CHL,2022,1330,
Chile,CHL,2023,1248,South America
China,CHN,1995,27356,
China,CHN,1996,25411,
China,CHN,1997,26070,
China,CHN,2002,26276,
China,CHN,2003,24393,
China,CHN,2004,24711,
China,CHN,2005,20770,
China,CHN,2006,17973,
China,CHN,2007,16119,
China,CHN,2008,14811,
China,CHN,2009,14667,
China,CHN,2010,13410,
China,CHN,2011,12015,
China,CHN,2012,11286,
China,CHN,2013,10640,
China,CHN,2014,10083,
China,CHN,2015,9200,
China,CHN,2016,8634,
China,CHN,2017,7990,
China,CHN,2018,7525,
China,CHN,2019,7379,
China,CHN,2020,7157,
China,CHN,2023,,Asia
Christmas Island,CXR,2023,,Asia
Cocos Islands,CCK,2023,,Asia
Colombia,COL,1990,24330,
Colombia,COL,1991,28424,
Colombia,COL,1992,28184,
Colombia,COL,1993,28441,
Colombia,COL,1994,27079,
Colombia,COL,1995,22321,
Colombia,COL,1996,23350,
Colombia,COL,1997,23200,
Colombia,COL,1998,23089,
Colombia,COL,1999,24355,
Colombia,COL,2000,26539,
Colombia,COL,2001,27840,
Colombia,COL,2002,28387,
Colombia,COL,2003,23523,
Colombia,COL,2004,20210,
Colombia,COL,2005,18111,
Colombia,COL,2006,17479,
Colombia,COL,2007,17198,
Colombia,COL,2008,16140,
Colombia,COL,2009,15817,
Colombia,COL,2010,15459,
Colombia,COL,2011,16127,
Colombia,COL,2012,16440,
Colombia,COL,2013,15422,
Colombia,COL,2014,13343,
Colombia,COL,2015,12783,
Colombia,COL,2016,12402,
Colombia,COL,2017,12298,
Colombia,COL,2018,11678,
Colombia,COL,2019,11678,
Colombia,COL,2020,11464,
Colombia,COL,2021,13094,
Colombia,COL,2022,12908,
Colombia,COL,2023,13035,South America
Comoros,COM,2023,,Africa
Congo,COG,2023,,Africa
Cook Islands,COK,2012,0.6280951,
Cook Islands,COK,2023,,Oceania
Costa Rica,CRI,1990,139,
Costa Rica,CRI,1991,132,
Costa Rica,CRI,1992,160,
Costa Rica,CRI,1993,160,
Costa Rica,CRI,1994,182,
Costa Rica,CRI,1995,184,
Costa Rica,CRI,1996,189,
Costa Rica,CRI,1997,210,
Costa Rica,CRI,1998,224,
Costa Rica,CRI,1999,245,
Costa Rica,CRI,2000,249,
Costa Rica,CRI,2001,257,
Costa Rica,CRI,2002,258,
Costa Rica,CRI,2003,300,
Costa Rica,CRI,2004,280,
Costa Rica,CRI,2005,335,
Costa Rica,CRI,2006,351,
Costa Rica,CRI,2007,369,
Costa Rica,CRI,2008,512,
Costa Rica,CRI,2009,525,
Costa Rica,CRI,2010,527,
Costa Rica,CRI,2011,474,
Costa Rica,CRI,2012,407,
Costa Rica,CRI,2013,411,
Costa Rica,CRI,2014,477,
Costa Rica,CRI,2015,557,
Costa Rica,CRI,2016,578,
Costa Rica,CRI,2017,603,
Costa Rica,CRI,2018,585,
Costa Rica,CRI,2019,563,
Costa Rica,CRI,2020,570,
Costa Rica,CRI,2021,588,
Costa Rica,CRI,2022,656,
Costa Rica,CRI,2023,906,North America
Cote d'Ivoire,CIV,2023,,Africa
Croatia,HRV,1990,137,
Croatia,HRV,1991,437,
Croatia,HRV,1992,387,
Croatia,HRV,1993,218,
Croatia,HRV,1994,143,
Croatia,HRV,1995,166,
Croatia,HRV,1996,122,
Croatia,HRV,1997,118,
Croatia,HRV,1998,105,
Croatia,HRV,1999,111,
Croatia,HRV,2000,101,
Croatia,HRV,2001,81,
Croatia,HRV,2002,73,
Croatia,HRV,2003,69,
Croatia,HRV,2004,83,
Croatia,HRV,2005,68,
Croatia,HRV,2006,74,
Croatia,HRV,2007,62,
Croatia,HRV,2008,71,
Croatia,HRV,2009,49,
Croatia,HRV,2010,62,
Croatia,HRV,2011,49,
Croatia,HRV,2012,51,
Croatia,HRV,2013,46,
Croatia,HRV,2014,36,
Croatia,HRV,2015,37,
Croatia,HRV,2016,44,
Croatia,HRV,2017,46,
Croatia,HRV,2018,24,
Croatia,HRV,2019,33,
Croatia,HRV,2020,40,
Croatia,HRV,2021,33,
Croatia,HRV,2022,31,
Croatia,HRV,2023,26,Europe
Cuba,CUB,1992,673,
Cuba,CUB,1993,802,
Cuba,CUB,1994,901,
Cuba,CUB,1995,852,
Cuba,CUB,1996,732,
Cuba,CUB,1997,747,
Cuba,CUB,1998,818,
Cuba,CUB,1999,609,
Cuba,CUB,2000,587,
Cuba,CUB,2001,605,
Cuba,CUB,2002,661,
Cuba,CUB,2003,642,
Cuba,CUB,2004,660,
Cuba,CUB,2005,684,
Cuba,CUB,2006,576,
Cuba,CUB,2007,568,
Cuba,CUB,2008,515,
Cuba,CUB,2009,565,
Cuba,CUB,2010,505,
Cuba,CUB,2011,534,
Cuba,CUB,2012,621,
Cuba,CUB,2013,674,
Cuba,CUB,2014,600,
Cuba,CUB,2015,619,
Cuba,CUB,2016,572,
Cuba,CUB,2017,516,
Cuba,CUB,2018,491,
Cuba,CUB,2019,500,
Cuba,CUB,2023,,North America
Curacao,CUW,2001,10,
Curacao,CUW,2002,39,
Curacao,CUW,2003,43,
Curacao,CUW,2004,41,
Curacao,CUW,2005,26,
Curacao,CUW,2006,18,
Curacao,CUW,2007,26,
Curacao,CUW,2023,,North America
Cyprus,CYP,1990,5,
Cyprus,CYP,1991,1,
Cyprus,CYP,1992,2,
Cyprus,CYP,1993,5,
Cyprus,CYP,1994,7,
Cyprus,CYP,1995,9,
Cyprus,CYP,1996,10,
Cyprus,CYP,1997,6,
Cyprus,CYP,1998,7,
Cyprus,CYP,1999,10,
Cyprus,CYP,2000,8,
Cyprus,CYP,2001,7,
Cyprus,CYP,2002,2,
Cyprus,CYP,2004,16,
Cyprus,CYP,2005,20,
Cyprus,CYP,2006,15,
Cyprus,CYP,2007,13,
Cyprus,CYP,2008,9,
Cyprus,CYP,2009,19,
Cyprus,CYP,2010,8,
Cyprus,CYP,2011,9,
Cyprus,CYP,2012,22,
Cyprus,CYP,2013,12,
Cyprus,CYP,2014,11,
Cyprus,CYP,2015,15,
Cyprus,CYP,2016,13,
Cyprus,CYP,2017,7,
Cyprus,CYP,2018,15,
Cyprus,CYP,2019,15,
Cyprus,CYP,2020,15,
Cyprus,CYP,2021,16,
Cyprus,CYP,2022,8,
Cyprus,CYP,2023,11,Europe
Cyprus,CYP,2024,13,
Czechia,CZE,1994,207,
Czechia,CZE,1995,176,
Czechia,CZE,1996,173,
Czechia,CZE,1997,187,
Czechia,CZE,1998,174,
Czechia,CZE,1999,172,
Czechia,CZE,2000,191,
Czechia,CZE,2001,135,
Czechia,CZE,2002,139,
Czechia,CZE,2003,163,
Czechia,CZE,2004,134,
Czechia,CZE,2005,108,
Czechia,CZE,2006,130,
Czechia,CZE,2007,126,
Czechia,CZE,2008,114,
Czechia,CZE,2009,94,
Czechia,CZE,2010,103,
Czechia,CZE,2011,86,
Czechia,CZE,2012,105,
Czechia,CZE,2013,90,
Czechia,CZE,2014,81,
Czechia,CZE,2015,88,
Czechia,CZE,2016,65,
Czechia,CZE,2017,66,
Czechia,CZE,2019,91,
Czechia,CZE,2020,77,
Czechia,CZE,2021,47,
Czechia,CZE,2022,87,
Czechia,CZE,2023,83,Europe
Czechoslovakia,OWID_CZS,2023,,Europe
Democratic Republic of Congo,COD,2023,,Africa
Democratic Republic of Vietnam,,2023,,Asia
Denmark,DNK,1990,41,
Denmark,DNK,1991,68,
Denmark,DNK,1992,62,
Denmark,DNK,1993,71,
Denmark,DNK,1994,75,
Denmark,DNK,1995,59,
Denmark,DNK,1996,68,
Denmark,DNK,1997,88,
Denmark,DNK,1998,49,
Denmark,DNK,1999,52,
Denmark,DNK,2000,58,
Denmark,DNK,2001,52,
Denmark,DNK,2002,48,
Denmark,DNK,2010,42,
Denmark,DNK,2011,46,
Denmark,DNK,2012,47,
Denmark,DNK,2013,48,
Denmark,DNK,2014,74,
Denmark,DNK,2015,62,
Denmark,DNK,2016,56,
Denmark,DNK,2017,71,
Denmark,DNK,2018,58,
Denmark,DNK,2019,50,
Denmark,DNK,2020,48,
Denmark,DNK,2021,37,
Denmark,DNK,2022,58,
Denmark,DNK,2023,50,Europe
Djibouti,DJI,2023,,Africa
Dominica,DMA,1998,9,
Dominica,DMA,1999,7,
Dominica,DMA,2000,2,
Dominica,DMA,2001,1,
Dominica,DMA,2002,9,
Dominica,DMA,2003,8,
Dominica,DMA,2004,8,
Dominica,DMA,2005,8,
Dominica,DMA,2006,5,
Dominica,DMA,2007,7,
Dominica,DMA,2008,7,
Dominica,DMA,2009,13,
Dominica,DMA,2010,15,
Dominica,DMA,2011,6,
Dominica,DMA,2014,9,
Dominica,DMA,2015,9,
Dominica,DMA,2016,16,
Dominica,DMA,2017,19,
Dominica,DMA,2018,13,
Dominica,DMA,2019,13,
Dominica,DMA,2020,15,
Dominica,DMA,2021,10,
Dominica,DMA,2022,19,
Dominica,DMA,2023,,North America
Dominican Republic,DOM,1991,908,
Dominican Republic,DOM,1992,807,
Dominican Republic,DOM,1993,930,
Dominican Republic,DOM,1994,1005,
Dominican Republic,DOM,1995,1007,
Dominican Republic,DOM,1996,1032,
Dominican Republic,DOM,1997,1038,
Dominican Republic,DOM,1998,1121,
Dominican Republic,DOM,1999,1066,
Dominican Republic,DOM,2000,1210,
Dominican Republic,DOM,2001,1095,
Dominican Republic,DOM,2002,1279,
Dominican Republic,DOM,2003,1902,
Dominican Republic,DOM,2004,2239,
Dominican Republic,DOM,2005,2394,
Dominican Republic,DOM,2006,2144,
Dominican Republic,DOM,2007,2111,
Dominican Republic,DOM,2008,2394,
Dominican Republic,DOM,2009,2375,
Dominican Republic,DOM,2010,2474,
Dominican Republic,DOM,2011,2513,
Dominican Republic,DOM,2012,2268,
Dominican Republic,DOM,2013,1978,
Dominican Republic,DOM,2014,1810,
Dominican Republic,DOM,2016,1616,
Dominican Republic,DOM,2017,1216,
Dominican Republic,DOM,2018,1068,
Dominican Republic,DOM,2019,1026,
Dominican Republic,DOM,2020,961,
Dominican Republic,DOM,2021,1172,
Dominican Republic,DOM,2022,1389,
Dominican Republic,DOM,2023,1237,North America
Duchy of Modena and Reggio,,2023,,Europe
Duchy of Parma and Piacenza,,2023,,Europe
East Germany,OWID_GDR,2023,,Europe
East Timor,TLS,2004,23,
East Timor,TLS,2005,46,
East Timor,TLS,2006,49,
East Timor,TLS,2007,62,
East Timor,TLS,2008,35,
East Timor,TLS,2009,32,
East Timor,TLS,2010,39,
East Timor,TLS,2015,49,
East Timor,TLS,2023,,Asia
Eastern Asia (UN),,2000,31033.85,
Eastern Asia (UN),,2001,30455.945,
Eastern Asia (UN),,2002,29593.002,
Eastern Asia (UN),,2003,27726.975,
Eastern Asia (UN),,2004,28049.861,
Eastern Asia (UN),,2005,24048.375,
Eastern Asia (UN),,2006,21135.256,
Eastern Asia (UN),,2007,19145.621,
Eastern Asia (UN),,2008,17805.803,
Eastern Asia (UN),,2009,17578.975,
Eastern Asia (UN),,2010,16159.265,
Eastern Asia (UN),,2011,14621.852,
Eastern Asia (UN),,2012,13801.164,
Eastern Asia (UN),,2013,12848.587,
Eastern Asia (UN),,2014,12315.691,
Eastern Asia (UN),,2015,11303.255,
Eastern Asia (UN),,2016,10616.139,
Eastern Asia (UN),,2017,9826.453,
Eastern Asia (UN),,2018,9333.717,
Eastern Asia (UN),,2019,9142.311,
Eastern Asia (UN),,2020,8866.827,
Eastern Asia (UN),,2021,8214.6875,
Eastern Asia (UN),,2022,6908.8975,
Eastern Asia (UN),,2023,7047.447,
Eastern Europe (UN),,2000,49222,
Eastern Europe (UN),,2001,51445,
Eastern Europe (UN),,2002,52028,
Eastern Europe (UN),,2003,49164.52,
Eastern Europe (UN),,2004,45637.07,
Eastern Europe (UN),,2005,41260.594,
Eastern Europe (UN),,2006,34162.562,
Eastern Europe (UN),,2007,30197.523,
Eastern Europe (UN),,2008,22623,
Eastern Europe (UN),,2009,21738,
Eastern Europe (UN),,2010,20472,
Eastern Europe (UN),,2011,20007.303,
Eastern Europe (UN),,2012,20218,
Eastern Europe (UN),,2013,20142.172,
Eastern Europe (UN),,2014,20885,
Eastern Europe (UN),,2015,21093.973,
Eastern Europe (UN),,2016,20125.297,
Eastern Europe (UN),,2017,17376,
Eastern Europe (UN),,2018,15204.498,
Eastern Europe (UN),,2019,14180,
Eastern Europe (UN),,2020,13528.787,
Eastern Europe (UN),,2021,12602.207,
Eastern Europe (UN),,2022,11996.625,
Eastern Europe (UN),,2023,11298.273,
Ecuador,ECU,1990,892,
Ecuador,ECU,1991,1153,
Ecuador,ECU,1992,935,
Ecuador,ECU,1993,926,
Ecuador,ECU,1994,1139,
Ecuador,ECU,1995,1372.1305,
Ecuador,ECU,1996,1462.6499,
Ecuador,ECU,1997,1316.5642,
Ecuador,ECU,1998,1642.7925,
Ecuador,ECU,1999,1682,
Ecuador,ECU,2000,1833,
Ecuador,ECU,2001,1658,
Ecuador,ECU,2002,1906,
Ecuador,ECU,2007,2273,
Ecuador,ECU,2008,2607,
Ecuador,ECU,2009,2625,
Ecuador,ECU,2010,2624,
Ecuador,ECU,2011,2343,
Ecuador,ECU,2012,1922,
Ecuador,ECU,2013,1725,
Ecuador,ECU,2014,1310,
Ecuador,ECU,2015,1050,
Ecuador,ECU,2016,959,
Ecuador,ECU,2017,970,
Ecuador,ECU,2018,994,
Ecuador,ECU,2019,1187,
Ecuador,ECU,2020,1372,
Ecuador,ECU,2021,2496,
Ecuador,ECU,2022,4886,
Ecuador,ECU,2023,8221,South America
Egypt,EGY,1990,269,
Egypt,EGY,1991,288,
Egypt,EGY,1992,276,
Egypt,EGY,1993,244,
Egypt,EGY,1994,231,
Egypt,EGY,2003,471,
Egypt,EGY,2004,322,
Egypt,EGY,2005,522,
Egypt,EGY,2006,549,
Egypt,EGY,2007,680,
Egypt,EGY,2008,967,
Egypt,EGY,2009,912,
Egypt,EGY,2010,1839,
Egypt,EGY,2011,2703,
Egypt,EGY,2012,2207,
Egypt,EGY,2014,2890,
Egypt,EGY,2015,1711,
Egypt,EGY,2016,1532,
Egypt,EGY,2017,1360,
Egypt,EGY,2023,,Africa
El Salvador,SLV,1994,7673,
El Salvador,SLV,1995,7977,
El Salvador,SLV,1996,6792,
El Salvador,SLV,1997,6573,
El Salvador,SLV,1998,5584,
El Salvador,SLV,1999,3845,
El Salvador,SLV,2000,3551,
El Salvador,SLV,2001,3590,
El Salvador,SLV,2002,2835,
El Salvador,SLV,2003,3356,
El Salvador,SLV,2004,3897,
El Salvador,SLV,2005,3882,
El Salvador,SLV,2006,3927,
El Salvador,SLV,2007,3497,
El Salvador,SLV,2008,3179,
El Salvador,SLV,2009,4382,
El Salvador,SLV,2010,3987,
El Salvador,SLV,2011,4371,
El Salvador,SLV,2012,2594,
El Salvador,SLV,2013,2513,
El Salvador,SLV,2014,3921,
El Salvador,SLV,2015,6656,
El Salvador,SLV,2016,5276,
El Salvador,SLV,2017,3962,
El Salvador,SLV,2018,3346,
El Salvador,SLV,2019,2398,
El Salvador,SLV,2020,1341,
El Salvador,SLV,2021,1085,
El Salvador,SLV,2022,496,
El Salvador,SLV,2023,,North America
England and Wales,,1990,554,
England and Wales,,1991,622,
England and Wales,,1992,581,
England and Wales,,1993,566,
England and Wales,,1994,633,
England and Wales,,1995,662,
England and Wales,,1996,586,
England and Wales,,1997,607,
England and Wales,,1998,640,
England and Wales,,1999,670,
England and Wales,,2000,760,
England and Wales,,2001,791,
England and Wales,,2002,944,
England and Wales,,2003,776,
England and Wales,,2004,778,
England and Wales,,2005,709,
England and Wales,,2006,712,
England and Wales,,2007,730,
England and Wales,,2008,637,
England and Wales,,2009,592,
England and Wales,,2010,633,
England and Wales,,2011,525,
England and Wales,,2012,543,
England and Wales,,2013,520,
England and Wales,,2014,504,
England and Wales,,2015,538,
England and Wales,,2016,689,
England and Wales,,2017,697,
England and Wales,,2018,641,
England and Wales,,2019,676,
England and Wales,,2020,557,
England and Wales,,2021,684,
Equatorial Guinea,GNQ,2023,,Africa
Eritrea,ERI,2012,474,
Eritrea,ERI,2023,,Africa
Estonia,EST,1990,118,
Estonia,EST,1991,119,
Estonia,EST,1992,217,
Estonia,EST,1993,282,
Estonia,EST,1994,302,
Estonia,EST,1995,246,
Estonia,EST,1996,214,
Estonia,EST,1997,178,
Estonia,EST,1998,196,
Estonia,EST,1999,157,
Estonia,EST,2000,143,
Estonia,EST,2001,137,
Estonia,EST,2002,142,
Estonia,EST,2007,96,
Estonia,EST,2008,86,
Estonia,EST,2009,70,
Estonia,EST,2010,70,
Estonia,EST,2011,65,
Estonia,EST,2012,63,
Estonia,EST,2013,52,
Estonia,EST,2014,41,
Estonia,EST,2015,45,
Estonia,EST,2016,33,
Estonia,EST,2017,29,
Estonia,EST,2018,28,
Estonia,EST,2019,26,
Estonia,EST,2020,42,
Estonia,EST,2021,26,
Estonia,EST,2022,20,
Estonia,EST,2023,21,Europe
Eswatini,SWZ,1990,163,
Eswatini,SWZ,1991,170,
Eswatini,SWZ,1992,174,
Eswatini,SWZ,1993,174,
Eswatini,SWZ,1994,152,
Eswatini,SWZ,1998,165,
Eswatini,SWZ,1999,114,
Eswatini,SWZ,2000,128,
Eswatini,SWZ,2001,184,
Eswatini,SWZ,2002,134,
Eswatini,SWZ,2003,135,
Eswatini,SWZ,2004,146,
Eswatini,SWZ,2005,139,
Eswatini,SWZ,2006,127,
Eswatini,SWZ,2007,121,
Eswatini,SWZ,2008,217,
Eswatini,SWZ,2009,187,
Eswatini,SWZ,2010,208,
Eswatini,SWZ,2011,172,
Eswatini,SWZ,2012,104,
Eswatini,SWZ,2013,102,
Eswatini,SWZ,2014,118,
Eswatini,SWZ,2015,112,
Eswatini,SWZ,2016,116,
Eswatini,SWZ,2017,130,
Eswatini,SWZ,2021,151,
Eswatini,SWZ,2023,,Africa
Ethiopia,ETH,2012,8153,
Ethiopia,ETH,2023,,Africa
Ethiopia (former),OWID_ERE,2023,,Africa
Europe (UN),,2000,56496.32,
Europe (UN),,2001,58662.56,
Europe (UN),,2002,59282.34,
Europe (UN),,2003,55779.27,
Europe (UN),,2004,52252.035,
Europe (UN),,2005,47559.473,
Europe (UN),,2006,40080.047,
Europe (UN),,2007,36177.2,
Europe (UN),,2008,28300.6,
Europe (UN),,2009,26952.72,
Europe (UN),,2010,25660.771,
Europe (UN),,2011,25099.209,
Europe (UN),,2012,24991.05,
Europe (UN),,2013,24702.172,
Europe (UN),,2014,25340.207,
Europe (UN),,2015,25656.291,
Europe (UN),,2016,24804.764,
Europe (UN),,2017,21864.041,
Europe (UN),,2018,19542.305,
Europe (UN),,2019,18338.904,
Europe (UN),,2020,17668.947,
Europe (UN),,2021,16634.402,
Europe (UN),,2022,16228.339,
Europe (UN),,2023,15634.629,
Falkland Islands,FLK,2023,,South America
Faroe Islands,FRO,2023,,Europe
Federal Republic of Central America,,2023,,North America
Fiji,FJI,1990,32,
Fiji,FJI,1991,17,
Fiji,FJI,1992,26,
Fiji,FJI,1993,15,
Fiji,FJI,1994,35,
Fiji,FJI,1995,24,
Fiji,FJI,1996,13,
Fiji,FJI,1997,13,
Fiji,FJI,2003,25,
Fiji,FJI,2004,23,
Fiji,FJI,2005,23,
Fiji,FJI,2006,22,
Fiji,FJI,2007,21,
Fiji,FJI,2008,17,
Fiji,FJI,2009,29,
Fiji,FJI,2010,20,
Fiji,FJI,2011,20,
Fiji,FJI,2012,20,
Fiji,FJI,2013,19,
Fiji,FJI,2014,20,
Fiji,FJI,2020,27,
Fiji,FJI,2021,16,
Fiji,FJI,2022,36,
Fiji,FJI,2023,19,Oceania
Finland,FIN,1990,152,
Finland,FIN,1991,154,
Finland,FIN,1992,156,
Finland,FIN,1993,130,
Finland,FIN,1994,147,
Finland,FIN,1995,146,
Finland,FIN,1996,153,
Finland,FIN,1997,139,
Finland,FIN,1998,113,
Finland,FIN,1999,143,
Finland,FIN,2000,148,
Finland,FIN,2001,156,
Finland,FIN,2002,132,
Finland,FIN,2003,103,
Finland,FIN,2004,148,
Finland,FIN,2005,119,
Finland,FIN,2006,119,
Finland,FIN,2007,129,
Finland,FIN,2008,133,
Finland,FIN,2009,120,
Finland,FIN,2010,118,
Finland,FIN,2011,110,
Finland,FIN,2012,89,
Finland,FIN,2013,89,
Finland,FIN,2014,88,
Finland,FIN,2015,82,
Finland,FIN,2016,74,
Finland,FIN,2017,67,
Finland,FIN,2018,88,
Finland,FIN,2019,81,
Finland,FIN,2020,97,
Finland,FIN,2021,71,
Finland,FIN,2022,69,
Finland,FIN,2023,55,Europe
France,FRA,1990,1355,
France,FRA,1991,1355,
France,FRA,1992,1342,
France,FRA,1993,1519,
France,FRA,1994,1406,
France,FRA,1995,1336,
France,FRA,1996,1171,
France,FRA,1997,963,
France,FRA,1998,961,
France,FRA,1999,953,
France,FRA,2000,1051,
France,FRA,2001,1047,
France,FRA,2002,1119,
France,FRA,2003,987,
France,FRA,2004,990,
France,FRA,2005,976,
France,FRA,2006,879,
France,FRA,2007,993,
France,FRA,2008,1021,
France,FRA,2009,819,
France,FRA,2010,796,
France,FRA,2011,856,
France,FRA,2012,784,
France,FRA,2013,777,
France,FRA,2014,792,
France,FRA,2015,1012,
France,FRA,2016,779,
France,FRA,2017,710,
France,FRA,2018,696,
France,FRA,2019,753,
France,FRA,2020,692,
France,FRA,2021,734,
France,FRA,2022,821,
France,FRA,2023,887,Europe
France,FRA,2024,897,
French Guiana,GUF,2004,58,
French Guiana,GUF,2005,45,
French Guiana,GUF,2006,42,
French Guiana,GUF,2007,28,
French Guiana,GUF,2008,32,
French Guiana,GUF,2009,30,
French Guiana,GUF,2018,35.96411,
French Guiana,GUF,2019,37.781708,
French Guiana,GUF,2020,38.69901,
French Guiana,GUF,2023,,South America
French Polynesia,PYF,2006,3,
French Polynesia,PYF,2007,7,
French Polynesia,PYF,2008,9,
French Polynesia,PYF,2009,1,
French Polynesia,PYF,2023,,Oceania
Gabon,GAB,2023,,Africa
Gambia,GMB,2023,,Africa
Georgia,GEO,1990,270,
Georgia,GEO,1991,419,
Georgia,GEO,1992,770,
Georgia,GEO,1993,878,
Georgia,GEO,1994,578,
Georgia,GEO,1995,391,
Georgia,GEO,1996,270,
Georgia,GEO,1997,285,
Georgia,GEO,1998,243,
Georgia,GEO,1999,244,
Georgia,GEO,2000,239,
Georgia,GEO,2001,263,
Georgia,GEO,2002,292,
Georgia,GEO,2004,298,
Georgia,GEO,2005,403,
Georgia,GEO,2006,323,
Georgia,GEO,2007,330,
Georgia,GEO,2008,263,
Georgia,GEO,2009,210,
Georgia,GEO,2010,187,
Georgia,GEO,2016,39,
Georgia,GEO,2017,91,
Georgia,GEO,2018,89,
Georgia,GEO,2019,77,
Georgia,GEO,2023,,Asia
Germany,DEU,1990,931,
Germany,DEU,1991,1127,
Germany,DEU,1992,1158,
Germany,DEU,1993,1348,
Germany,DEU,1994,1949,
Germany,DEU,1995,2032,
Germany,DEU,1996,1923,
Germany,DEU,1997,1800,
Germany,DEU,1998,1602,
Germany,DEU,1999,1326,
Germany,DEU,2000,1364,
Germany,DEU,2001,1181,
Germany,DEU,2002,1172,
Germany,DEU,2003,1097,
Germany,DEU,2004,1112,
Germany,DEU,2005,1044,
Germany,DEU,2006,988,
Germany,DEU,2007,888,
Germany,DEU,2008,831,
Germany,DEU,2009,803,
Germany,DEU,2010,793,
Germany,DEU,2011,738,
Germany,DEU,2012,659,
Germany,DEU,2013,682,
Germany,DEU,2014,716,
Germany,DEU,2015,682,
Germany,DEU,2016,963,
Germany,DEU,2017,813,
Germany,DEU,2018,788,
Germany,DEU,2019,623,
Germany,DEU,2020,782,
Germany,DEU,2021,695,
Germany,DEU,2022,686,
Germany,DEU,2023,770,Europe
